review_raw,review_clean,true_label,pred_label,proba_pos,is_misclassified,confidence_margin,length_chars,length_tokens
Mara Wilson: I Love Mara Wilson she is cute and beautiful.I also loved her in Matilda. I think that Matilda was beautiful.she is a good actress.she was a cute girl in Mrs.Doubtfire.I think that she was very good at that part,mara wilson love mara wilson cute beautifuli also loved matilda think matilda beautifulshe good actressshe cute girl mrsdoubtfirei think good part,0,1,0.9903800218357142,True,0.49038002183571416,224,21
"best album I've heard in a while: On my first listen to 'Catch Without Arms,' I was a little disappointed. I had been hoping for something that was closer in style to Leitmotif, but that's not what they delivered. But after listening to it a few times, I've gotten over the fact that their style has diverged a bit from their original sound. And, now I think that I do like 'Catch Without Arms' even more than their previous efforts.",best album ive heard first listen catch without arms little disappointed hoping something closer style leitmotif thats delivered listening times ive gotten fact style diverged bit original sound think like catch without arms even previous efforts,1,0,0.4617431574597288,True,0.038256842540271174,433,36
"Horrible!: Man this game is horrible! I mean, the graphics are pretty good, but the fighting mode is terrible. First Frodo attacks and most likely misses! And in the Mines of Moria, there is a huge glitch. I got past it, but there is another one! This game stinks!!",horrible man game horrible mean graphics pretty good fighting mode terrible first frodo attacks likely misses mines moria huge glitch got past another one game stinks,1,0,0.08609814962488933,True,0.4139018503751107,265,26
"Good Gun case: Pretty good gun case. I use it to hold 2 handguns and a kel-tec sub 2000(small rifle that folds in half). I can put all the guns on the top level then all the magazines and other items on the bottom level. Case closes tight and nothing moves around. The only bad is that the locks are useless, the key dose not fit well and it is hard to lock/unlock. I have just stopped using the lock, which would be a problem around children.",good gun case pretty good gun case use hold handguns keltec sub small rifle folds half put guns top level magazines items bottom level case closes tight nothing moves around bad locks useless key dose fit well hard lockunlock stopped using lock would problem around children,1,0,0.1376983998018744,True,0.36230160019812563,443,46
"WRONGLY CLASSIFIED: The genre should have been comedy. This movie was neither scary, nor mysterious or thrilling.The scariest part to me was probably when Liam Neeson got the class stuck in his hand and had to pull it out. I found myself wondering why good actors such as this would actually agree to take part in this sorry excuse for a horror film.The movie has next to no plot, none of the stuff that happened was explained, and the stuff that was supposed to be scary wasn't. Oh My God it's a statue...let me scream in fear and trip over myself while I'm trying to run away!Skip this tripe.",wrongly classified genre comedy movie neither scary mysterious thrillingthe scariest part probably liam neeson got class stuck hand pull found wondering good actors would actually agree take part sorry excuse horror filmthe movie next plot none stuff happened explained stuff supposed scary wasnt oh god statuelet scream fear trip im trying run awayskip tripe,1,0,0.04743280510195971,True,0.4525671948980403,594,54
"works when ur Powerbook G4 is turned off: this charger does not have enough power to charge my Powerbook G4 while it is running. it will show the charger indicator back and forth from battery power to charging.But when I charge while it is off, it works perfect.I had requested a replacement once and the result was still the same.",works ur powerbook g turned charger enough power charge powerbook g running show charger indicator back forth battery power chargingbut charge works perfecti requested replacement result still,0,1,0.6921607791895074,True,0.19216077918950736,331,27
"See my article ""Jean Hill - The Lady in Red"" online: Since writing my review of JFK: THE LAST DISSENTING WITNESS in 1998, I have been able to have my 35-page article - ""Jean Hill -The Lady in Red"" - included in Clint Bradford's JFK Assassination website. The address is: http://www.jfk-info.com/sitemap1.htm (scroll down for title).",see article jean hill lady red online since writing review jfk last dissenting witness able page article jean hill lady red included clint bradfords jfk assassination website address httpwwwjfkinfocomsitemaphtm scroll title,0,1,0.6495161174529831,True,0.1495161174529831,332,31
"Couldn't Put It Down!: I have never read a book anything like this before. Most of the literiture that I've come across has had ideas that come from other books, but Bradury's idea was clearly original, especially if this was written in the 50's. The language is of the kind Shakespeare couldn't think of. I don't think that even George Lucas could think up such a world. Within the first three sentences I was entranced. The suspense was of the kind that kept me awake, even at 3 A.M., and reading by flashlight. This book will help society be more careful about the future. Bradbury's wonderful creation deserves no less than 5 stars.",couldnt put never read book anything like literiture ive come across ideas come books bradurys idea clearly original especially written language kind shakespeare couldnt think dont think even george lucas could think world within first three sentences entranced suspense kind kept awake even reading flashlight book help society careful future bradburys wonderful creation deserves less stars,1,0,0.2369068049677566,True,0.2630931950322434,636,56
"Good overview of breads in the world, not a good recipe book: This book starts with the usual 'bread book' introduction--explaining different grains, various methods of making bread,equipment etc. Then half of the book is devoted on introducing breads in different regions of the world. The rest is bread recipes from each part of the world.The pictures are nice and gives us an idea of what bread is in Germany, in France, in Japan, in the middle east. However, when I tried a couple of the recipes, they all turned out below average--and I am experienced in bread-making. I would suggest people who want to 'bake' to look somewhere else, such as 'the village baker'",good overview breads world good recipe book book starts usual bread book introductionexplaining different grains various methods making breadequipment etc half book devoted introducing breads different regions world rest bread recipes part worldthe pictures nice gives us idea bread germany france japan middle east however tried couple recipes turned averageand experienced breadmaking would suggest people want bake look somewhere else village baker,0,1,0.5886253162517943,True,0.08862531625179426,667,62
"Best ""Toy"" Ever!: My 16 month old has been playing with this off and on for about a month, and she can now put every single number in the correct place every time without a second of hesitation! Because the numbers are written below each space, she now even recognizes the WORD for each number! Am I ordering the alphabet puzzle immediately.",best toy ever month old playing month put every single number correct place every time without second hesitation numbers written space even recognizes word number ordering alphabet puzzle immediately,1,0,0.36007722038238965,True,0.13992277961761035,341,29
"Cleverly imaginative yet unbearingly boring: As a summer reading assignment, I was assigned this book to read and appreciated Orwell's sense of imagination. I reccomend this novel to anyone who is interested in the world of make believe. People who appreciate descriptive writing will certainly enjoy reading this novel. However, this novel will probably not appeal to people who enjoy novels that tell stories. I found the novel extremely boring because it is all about Orwell's vision of an unstable society, it does not give the reader the desire to read on.",cleverly imaginative yet unbearingly boring summer reading assignment assigned book read appreciated orwells sense imagination reccomend novel anyone interested world make believe people appreciate descriptive writing certainly enjoy reading novel however novel probably appeal people enjoy novels tell stories found novel extremely boring orwells vision unstable society give reader desire read,0,1,0.6270415598645974,True,0.12704155986459742,561,51
"Nice Title!: It's rather amusing that some harmonica band (or whatever the hell it is) decided to give their album the same title as one of the greatest rock albums in history (Styx: Pieces of Eight). And to Mr. ""Please push sales"" who wrote the other ""review"": I bet your cover art isn't QUITE as good as the incredible Hypgnosis masterpiece of the Styx album. ;-)",nice title rather amusing harmonica band whatever hell decided give album title one greatest rock albums history styx pieces eight mr please push sales wrote review bet cover art isnt quite good incredible hypgnosis masterpiece styx album,0,1,0.7284509333316641,True,0.2284509333316641,365,37
"Beautiful People. Beautiful Scenery. Not so beautiful Plot: Beautiful Scenery. Beautiful People. Thin Plot. Diane Lane is gorgeous in this film and her performance was excellent - she just needed a better script to work with. Her friendship with the men who remodel her house is one of the good things in the film. Much of the rest of the film is just too much escapism for me. Why do movies seem to always portray the solution to pain and heartache as running away and starting a new life? I would think that if I was hurting - the last thing I would want is to be thousands of miles away from my closest friends and family. And in a new culture, where I didn't speak the language?",beautiful people beautiful scenery beautiful plot beautiful scenery beautiful people thin plot diane lane gorgeous film performance excellent needed better script work friendship men remodel house one good things film much rest film much escapism movies seem always portray solution pain heartache running away starting new life would think hurting last thing would want thousands miles away closest friends family new culture didnt speak language,0,1,0.7924096349249264,True,0.29240963492492644,682,65
"HPL would be spinning: This book is okay, but Brown Jenkin is not what I saw when I read HPL's ""Dreams in the Witch House.""It's not a good Masterton book, either. The last 30 pages seem as if he had to get it done fast, or be sued by the publisher.Skip it. ""Spirit"" is a lot better.",hpl would spinning book okay brown jenkin saw read hpls dreams witch houseits good masterton book either last pages seem get done fast sued publisherskip spirit lot better,0,1,0.7216856695900041,True,0.22168566959000413,282,28
sandler is da bomb: 8 crazy nights was a movie that was touching and hilarious. Adam Sandler was good and should be seen by families.,sandler da bomb crazy nights movie touching hilarious adam sandler good seen families,1,0,0.43602644166041965,True,0.06397355833958035,133,13
Quality: The HD streaming always fails...The movie itself was fun to watch and very enjoyable. It would be nice if the streaming quality held up.,quality hd streaming always failsthe movie fun watch enjoyable would nice streaming quality held,0,1,0.7741158842920424,True,0.27411588429204237,145,14
"the movie was better: i just read this book. everybody like always talks about how great it is and everything. but i don't think so. like, it's been done before, right?? soooo cliched. omg.",movie better read book everybody like always talks great everything dont think like done right soooo cliched omg,0,1,0.8492694391253576,True,0.3492694391253576,189,18
"Quite possibly, the worst book I've ever read: This was assigned to me in college 25 years ago. I still remember how I struggled to get through the 90 some pages of this book. One reviewer wrote that the point wasn't to tear down men, but to show that women can live without men. She must have missed the part where because me are gone, so are wars. Clearly only men can be greedy/hateful. Women are only nurturing and giving. This book was assigned along with ""The Handmaid's Tale"" by Margaret Atwood. I can't say enough good things about THAT book.",quite possibly worst book ive ever read assigned college years ago still remember struggled get pages book one reviewer wrote point wasnt tear men show women live without men must missed part gone wars clearly men greedyhateful women nurturing giving book assigned along handmaids tale margaret atwood cant say enough good things book,0,1,0.6813595854135223,True,0.18135958541352226,550,53
"way too much: I am not usually so critical, and I must admit I read several of the books years ago, but I finally put them down without reading the rest because there was just too many descriptions of sex in them. The detailed and varied descriptions were simply unneccesary for a book that is touted as a ""must read"" for women as young as 10!",way much usually critical must admit read several books years ago finally put without reading rest many descriptions sex detailed varied descriptions simply unneccesary book touted must read women young,0,1,0.9575957680642869,True,0.4575957680642869,343,30
"Fell short of expectations&#65533;: I heard so much about this book before I finally picked it up. And when I did get around to reading it...I wasn't impressed. Yes, the author's ideas are scary: That in the future, firemen set fires to burn books. One firefighter, Guy Montag, begins to look at his life more closely and discovers how empty it is. He begins to take books home from many of the places he has destroyed. Clarisse, Guy's next door neighbor, and seemingly the one that set his book-stealing into motion, is one of the most interesting characters. Unfortunately, she disappears without much explanation. I did see some good messages in this vision of the future, but I felt a little bit cheated too, because I wanted to get a better glimpse at this society that spawned this fire fighter-book burners. I'm not debating if it should be a classic or not, I'm just saying it was not personally a very good book to me.",fell short expectations heard much book finally picked get around reading iti wasnt impressed yes authors ideas scary future firemen set fires burn books one firefighter guy montag begins look life closely discovers empty begins take books home many places destroyed clarisse guys next door neighbor seemingly one set bookstealing motion one interesting characters unfortunately disappears without much explanation see good messages vision future felt little bit cheated wanted get better glimpse society spawned fire fighterbook burners im debating classic im saying personally good book,0,1,0.6809097632687107,True,0.18090976326871067,927,85
"Vitaminless?: The version of this CD that includes ""Vitaminless"" is a bootleg. It'll be from ""Sonmay"" or ""Everanime"" who make a number of bootleg versions of various Anime soundtracks.",vitaminless version cd includes vitaminless bootleg itll sonmay everanime make number bootleg versions various anime soundtracks,1,0,0.21479279845515378,True,0.28520720154484624,184,16
bought 2 and am happy: Here's a tip - don't shake it up and down. Turn the unit upside down so that the back of the unit is facing the ceiling and shake it side to side. My older son (7) uses that method and he can get it to recover quickly and find viruses as easy as pie. I actually took this sucker apart - the motion detection unit is actually a small metal marble that rolls over a circuit board contact - be careful taking it apart tho - its would be easy to lose the marble and then it would never work.The battery has also lasted for us 2 weeks under fairly strong use - he's up to level 16. My yonger son (5) also has one and while he's not as enthralled - no problems.,bought happy heres tip dont shake turn unit upside back unit facing ceiling shake side side older son uses method get recover quickly find viruses easy pie actually took sucker apart motion detection unit actually small metal marble rolls circuit board contact careful taking apart tho would easy lose marble would never workthe battery also lasted us weeks fairly strong use hes level yonger son also one hes enthralled problems,1,0,0.2980224938410064,True,0.20197750615899362,678,70
"Praetorians is a pretty much must!: Although this game is great, I would give it a 4.5 stars if I could. First the good: Beautiful graphics (the scenery is almost like real), the campaign has a story (unlike some RTS games that have no campaign or story), skirmish mode is fun but sometimes too quick, great gameplay, and it runs nicely. The bad: The units are sometimes kind of dumb (they stand and do nothing sometimes when they are told to go somewhere), the unit graphics could have been a little more sharp, and there aren't many units (this is not really that bad but I would have liked more units; there are 9 different combat units for the Romans). Don't let the bad things sway you from buying the game. Unless you are a real critic than the bad things would make you very mad.",praetorians pretty much must although game great would give stars could first good beautiful graphics scenery almost like real campaign story unlike rts games campaign story skirmish mode fun sometimes quick great gameplay runs nicely bad units sometimes kind dumb stand nothing sometimes told go somewhere unit graphics could little sharp arent many units really bad would liked units different combat units romans dont let bad things sway buying game unless real critic bad things would make mad,1,0,0.17583692662538022,True,0.3241630733746198,786,78
"baaaaaadddddddd bookkkkkkk: por favor no gaste su dinero en este pesimo y mediocre libro,,lo unico que la mujer y el chino hacen es mostrar su impresionante flexibilidad,pero nada mas,,no aportan tecnicas reales ni explicaciones para llegar a ese estado.me parece mas bien que los autores lo que quieren es que la gente sepa que ellos tienen una super-flexibilidad impresionante.este es solamente un librito y nada mas,, muy,,muy pero muy mediocre",baaaaaadddddddd bookkkkkkk por favor gaste su dinero en este pesimo mediocre librolo unico que la mujer el chino hacen es mostrar su impresionante flexibilidadpero nada masno aportan tecnicas reales ni explicaciones para llegar ese estadome parece mas bien que los autores lo que quieren es que la gente sepa que ellos tienen una superflexibilidad impresionanteeste es solamente un librito nada mas muymuy pero muy mediocre,0,1,0.7635157639662241,True,0.2635157639662241,447,65
"Ugh. Gives me the shivvers.: This book is unrelentingly, amazingly depressing. It's absolutely graphically realistic in it's descriptions, and the story - I'm gonna give it away here - does not end happily. I read this in high school and have never forgotten it; it frightened me then and it still frightens me. The word is bleak.You should still read it. You should not only read books that give you happiness, or catharsis, or what you want; those are candy for your mind and will not tell you harsh truths. You should also read books that give you gifts you don't want, gifts that make you uncomfortable or upset or frightened. Books that point out things you'd much rather you could ignore and hope they'd go away. That's why this is a classic; not because of stupendous writing or anything else (I've seen better writing).I still hate this book. And I still gave it 4 stars.",ugh gives shivvers book unrelentingly amazingly depressing absolutely graphically realistic descriptions story im gonna give away end happily read high school never forgotten frightened still frightens word bleakyou still read read books give happiness catharsis want candy mind tell harsh truths also read books give gifts dont want gifts make uncomfortable upset frightened books point things youd much rather could ignore hope theyd go away thats classic stupendous writing anything else ive seen better writingi still hate book still gave stars,1,0,0.2530370867243206,True,0.24696291327567937,879,81
"does not work well: 1) both units require power. the camera does have a 9v adpt but not the receiver. 2) there is always a line of interferance on the monitor cause by noise. Not a good picture.3) Picture quality is not clear, grainy and dis-colored4) 1st range test was only about 50' from base which was located in my bedroom and the camera stopped transmitting in my drive way. I will test it outside later5) ther is no on board memory storage, so you'll have to set up a computer or something.good luck..",work well units require power camera v adpt receiver always line interferance monitor cause noise good picture picture quality clear grainy discolored st range test base located bedroom camera stopped transmitting drive way test outside later ther board memory storage youll set computer somethinggood luck,0,1,0.5571042343941667,True,0.057104234394166675,508,45
"Wonderful: This is a wonderful story, it left me thinking instead of my usual forgetting about it 5 minutes later. The characters are intriging, and the story is interesting, making me not want to put it down. I (being only in high school) would definitly suggest that you read it.",wonderful wonderful story left thinking instead usual forgetting minutes later characters intriging story interesting making want put high school would definitly suggest read,1,0,0.42076550965148146,True,0.07923449034851854,281,23
"Too much kid-pop music for a dark, animated movie!: I don't like the fact that there was so much kiddie-pop music on the soundtrack,where as the first, second, and third movies had a blend of rock, techno, hip-hop, andrap... but this one had too much kid music for a movie that was (for the most part)dark!The only song on this album that fit the mood of the movies was 'Lights Out' by P.O.D.!That re-mix of the song is the only reason why I bought this album!Not recommended for the whole album, just that one song...",much kidpop music dark animated movie dont like fact much kiddiepop music soundtrackwhere first second third movies blend rock techno hiphop andrap one much kid music movie partdarkthe song album fit mood movies lights podthat remix song reason bought albumnot recommended whole album one song,0,1,0.6604052879627486,True,0.16040528796274856,518,45
"From the land of Tellytubbies...: Despite their pretentious, anarchist pose, these guys CAN knock out a blooody goood toon. The title song and the intro to ""Amnesia"" merit special mention but the entire work is strewn with lively and colorful bursts of sound. Give them an ""A"" too for originality and their monster drummer. Less gratifying, but still interesting, are the snippets of dialogue lifted from British television and their mixing of curious psychological and political fantasies. Thumbs down on the silly ""Creepy Crawling"", ""Mary, Mary"" and the obnoxious Jude Abbott.",land tellytubbies despite pretentious anarchist pose guys knock blooody goood toon title song intro amnesia merit special mention entire work strewn lively colorful bursts sound give originality monster drummer less gratifying still interesting snippets dialogue lifted british television mixing curious psychological political fantasies thumbs silly creepy crawling mary mary obnoxious jude abbott,1,0,0.3646036258534462,True,0.1353963741465538,578,52
"This is actually better than the Live From New Haven DVD! 13 extra minutes.: I have the Live From New Haven DVD and wasn't very impressed with the audio and picture quality. This VHS has a better picture quality and it sounded better. Not only that but it had back stage footage AND Pat Benatar performing ""Little Paradise"" as the last encore which wasn't shown on the Live From New Haven DVD/ or that 1998 VHS release. Also included was the video Love Is A Battlefield as it was a quick promo for the upcoming LP Live From Earth. I cannot find anywhere where she sings Little Paradise Live so I feel like the lucky few now!",actually better live new dvd extra minutes live new dvd wasnt impressed audio picture quality vhs better picture quality sounded better back stage footage pat benatar performing little paradise last encore wasnt shown live new dvd vhs release also included video love battlefield quick promo upcoming lp live earth cannot find anywhere sings little paradise live feel like lucky,1,0,0.4864872654557036,True,0.013512734544296412,624,59
"This is high school creative writing...: I was quite disappointed with this collection. After the first three stories, I basically gave up. Interesting concepts that could have benefited a great deal from a really good editor. This stuff really belongs in 12th grade creative writing class.",high school creative writing quite disappointed collection first three stories basically gave interesting concepts could benefited great deal really good editor stuff really belongs th grade creative writing class,0,1,0.5995121092707052,True,0.0995121092707052,290,29
"Spun Out: The best things about this heavily formula vehicle are (1) Elvis' opening production numbers (including a nicely staged ""Adam And Evil""); (2) Deborah Walley's ""girl drummer"" role; (3) the Deusenberg; and (4) Elvis' closing production number, the medium walking blues ""I'll Be Back"". Everything else is redundant.",spun best things heavily formula vehicle elvis opening production numbers including nicely staged adam evil deborah walleys girl drummer role deusenberg elvis closing production number medium walking blues ill back everything else redundant,0,1,0.7593873552672825,True,0.2593873552672825,322,33
"Great player, bad job with the refurbish: We bought this player for my mother, as I have the same one and love it. But, this player had problems from the get go, being a refurbished model. Sansa support was good, but their fix for the problem only lasted a matter of hours. We eventually had to return it, which was a fast and painless process with Amazon.The player, when it works correctly is great. I can't even begin to fill mine up with songs, videos and recordings. The FM recorder is great for lectures, conventions and other occasions. The sound quality is amazing. I also love that, unlike the e200 series you can format and also erase songs directly on the player without using your computer. It also conveniently has a spot for audiobooks and podcasts. Also to note that you can download shows and movies from amazon to play on this player.It was tough giving a star rating as this particular player was broken, but knowing from experience that they can make wonderful mp3 players.",great player bad job refurbish bought player mother one love player problems get go refurbished model sansa support good fix problem lasted matter hours eventually return fast painless process amazonthe player works correctly great cant even begin fill mine songs videos recordings fm recorder great lectures conventions occasions sound quality amazing also love unlike e series format also erase songs directly player without using computer also conveniently spot audiobooks podcasts also note download shows movies amazon play playerit tough giving star rating particular player broken knowing experience make wonderful mp players,0,1,0.8671281474635631,True,0.36712814746356315,992,91
